RELEASE,FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,17,05/01/2021,05/31/2021,0,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,17,05/01/2021,05/31/2021,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,18,06/01/2021,06/30/2021,2.592592593,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,18,06/01/2021,06/30/2021,0,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,18,06/01/2021,06/30/2021,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,19,07/01/2021,07/31/2021,2.631578947,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,19,07/01/2021,07/31/2021,1.234567901,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,19,07/01/2021,07/31/2021,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,20,08/01/2021,08/31/2021,6.976744186,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,20,08/01/2021,08/31/2021,0,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,20,08/01/2021,08/31/2021,1.492537313,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,21,09/01/2021,09/30/2021,7.328990228,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,21,09/01/2021,09/30/2021,3.03030303,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,21,09/01/2021,09/30/2021,1.428571429,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,22,10/01/2021,10/31/2021,4.825291181,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,22,10/01/2021,10/31/2021,3.947368421,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,22,10/01/2021,10/31/2021,4.285714286,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,23,11/01/2021,11/30/2021,5.115511551,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,23,11/01/2021,11/30/2021,5,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,23,11/01/2021,11/30/2021,2.857142857,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,24,12/01/2021,12/31/2021,7.839721254,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,24,12/01/2021,12/31/2021,3.703703704,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,24,12/01/2021,12/31/2021,2.857142857,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,25,01/01/2022,01/31/2022,21.723518851,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,25,01/01/2022,01/31/2022,9.090909091,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,25,01/01/2022,01/31/2022,13.157894737,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,26,02/01/2022,02/28/2022,13.294797688,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,26,02/01/2022,02/28/2022,5.769230769,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,26,02/01/2022,02/28/2022,7.246376812,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,27,03/01/2022,03/31/2022,6.677796327,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,27,03/01/2022,03/31/2022,6,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,27,03/01/2022,03/31/2022,1.538461538,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,28,04/01/2022,04/30/2022,5.210084034,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,28,04/01/2022,04/30/2022,3.448275862,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,28,04/01/2022,04/30/2022,1.470588235,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,29,05/01/2022,05/31/2022,5.601317957,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,29,05/01/2022,05/31/2022,1.612903226,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,29,05/01/2022,05/31/2022,1.754385965,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,30,06/01/2022,06/30/2022,5.982905983,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,30,06/01/2022,06/30/2022,0,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,30,06/01/2022,06/30/2022,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,31,07/01/2022,07/31/2022,9.121621622,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,31,07/01/2022,07/31/2022,1.449275362,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,31,07/01/2022,07/31/2022,1.587301587,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,32,08/01/2022,08/31/2022,7.060755337,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,32,08/01/2022,08/31/2022,0,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,32,08/01/2022,08/31/2022,1.724137931,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,33,09/01/2022,09/30/2022,8.345323741,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,33,09/01/2022,09/30/2022,3.174603175,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,0-15 Years,33,09/01/2022,09/30/2022,0,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,33,09/01/2022,09/30/2022,1.265822785,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,34,10/01/2022,10/31/2022,5.076142132,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,34,10/01/2022,10/31/2022,2.325581395,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,34,10/01/2022,10/31/2022,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,0-15 Years,35,11/01/2022,11/30/2022,4.318181818,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,0-15 Years,35,11/01/2022,11/30/2022,0,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,0-15 Years,35,11/01/2022,11/30/2022,2.222222222,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,1,01/01/2020,01/31/2020,0.0507357,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,1,01/01/2020,01/31/2020,0,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,1,01/01/2020,01/31/2020,0,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,1,01/01/2020,01/31/2020,0.248138958,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,1,01/01/2020,01/31/2020,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,2,02/01/2020,02/29/2020,0.0524109,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,2,02/01/2020,02/29/2020,0,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,2,02/01/2020,02/29/2020,0,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,2,02/01/2020,02/29/2020,0,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,2,02/01/2020,02/29/2020,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,3,03/01/2020,03/31/2020,0.874125874,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,3,03/01/2020,03/31/2020,0.331125828,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,3,03/01/2020,03/31/2020,0.469483568,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,3,03/01/2020,03/31/2020,1.19047619,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,3,03/01/2020,03/31/2020,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,4,04/01/2020,04/30/2020,2.507374631,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,4,04/01/2020,04/30/2020,1.41509434,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,4,04/01/2020,04/30/2020,4.046242775,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,4,04/01/2020,04/30/2020,1.644736842,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,4,04/01/2020,04/30/2020,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,5,05/01/2020,05/31/2020,1.107226107,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,5,05/01/2020,05/31/2020,1.986754967,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,5,05/01/2020,05/31/2020,1.877934272,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,5,05/01/2020,05/31/2020,0.484261501,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,5,05/01/2020,05/31/2020,2.105263158,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,6,06/01/2020,06/30/2020,2.165674066,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,6,06/01/2020,06/30/2020,1.337792642,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,6,06/01/2020,06/30/2020,1.5,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,6,06/01/2020,06/30/2020,1.856148492,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,6,06/01/2020,06/30/2020,3.703703704,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,7,07/01/2020,07/31/2020,2.151639344,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,7,07/01/2020,07/31/2020,0,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,7,07/01/2020,07/31/2020,0.892857143,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,7,07/01/2020,07/31/2020,1.284796574,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,7,07/01/2020,07/31/2020,3.658536585,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,8,08/01/2020,08/31/2020,1.120733571,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,8,08/01/2020,08/31/2020,0,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,8,08/01/2020,08/31/2020,2.242152466,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,8,08/01/2020,08/31/2020,0.699300699,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,8,08/01/2020,08/31/2020,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,9,09/01/2020,09/30/2020,1.297998918,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,9,09/01/2020,09/30/2020,0.662251656,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,9,09/01/2020,09/30/2020,1.754385965,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,9,09/01/2020,09/30/2020,1.089918256,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,9,09/01/2020,09/30/2020,2.409638554,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,10,10/01/2020,10/31/2020,1.536830949,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,10,10/01/2020,10/31/2020,1.829268293,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,10,10/01/2020,10/31/2020,0.431034483,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,10,10/01/2020,10/31/2020,1.51187905,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,10,10/01/2020,10/31/2020,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,11,11/01/2020,11/30/2020,3.699613473,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,11,11/01/2020,11/30/2020,3.426791277,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,11,11/01/2020,11/30/2020,4.395604396,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,11,11/01/2020,11/30/2020,2.764976959,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,11,11/01/2020,11/30/2020,1.01010101,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,12,12/01/2020,12/31/2020,5.549132948,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,12,12/01/2020,12/31/2020,4.946996466,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,12,12/01/2020,12/31/2020,6.403940887,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,12,12/01/2020,12/31/2020,3.151862464,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,12,12/01/2020,12/31/2020,4.819277108,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,13,01/01/2021,01/31/2021,6.618778861,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,13,01/01/2021,01/31/2021,5.688622754,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,13,01/01/2021,01/31/2021,7.04845815,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,13,01/01/2021,01/31/2021,4.845814978,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,13,01/01/2021,01/31/2021,3.80952381,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,14,02/01/2021,02/28/2021,5.574912892,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,14,02/01/2021,02/28/2021,4.885993485,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,14,02/01/2021,02/28/2021,6.113537118,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,14,02/01/2021,02/28/2021,3.5,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,14,02/01/2021,02/28/2021,5.952380952,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,15,03/01/2021,03/31/2021,4.665409991,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,15,03/01/2021,03/31/2021,2.702702703,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,15,03/01/2021,03/31/2021,3.056768559,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,15,03/01/2021,03/31/2021,4.035874439,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,15,03/01/2021,03/31/2021,1.785714286,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,16,04/01/2021,04/30/2021,5.833738454,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,16,04/01/2021,04/30/2021,2.857142857,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,16,04/01/2021,04/30/2021,3.781512605,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,16,04/01/2021,04/30/2021,3.879310345,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,16,04/01/2021,04/30/2021,1.176470588,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,17,05/01/2021,05/31/2021,4.935834156,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,17,05/01/2021,05/31/2021,1.807228916,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,17,05/01/2021,05/31/2021,2.127659574,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,17,05/01/2021,05/31/2021,3.10421286,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,17,05/01/2021,05/31/2021,2.197802198,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,18,06/01/2021,06/30/2021,3.365143144,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,18,06/01/2021,06/30/2021,1.515151515,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,18,06/01/2021,06/30/2021,0.829875519,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,18,06/01/2021,06/30/2021,1.882352941,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,18,06/01/2021,06/30/2021,1.219512195,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,19,07/01/2021,07/31/2021,3.736920777,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,19,07/01/2021,07/31/2021,1.162790698,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,19,07/01/2021,07/31/2021,2.409638554,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,19,07/01/2021,07/31/2021,2.153110048,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,19,07/01/2021,07/31/2021,1.960784314,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,20,08/01/2021,08/31/2021,8.414571575,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,20,08/01/2021,08/31/2021,3.956834532,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,20,08/01/2021,08/31/2021,2.521008403,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,20,08/01/2021,08/31/2021,6.451612903,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,20,08/01/2021,08/31/2021,5.194805195,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,21,09/01/2021,09/30/2021,8.310847275,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,21,09/01/2021,09/30/2021,4.946996466,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,21,09/01/2021,09/30/2021,5.235602094,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,21,09/01/2021,09/30/2021,5.691056911,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,21,09/01/2021,09/30/2021,4.285714286,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,22,10/01/2021,10/31/2021,6.91689008,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,22,10/01/2021,10/31/2021,7.006369427,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,22,10/01/2021,10/31/2021,4.444444444,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,22,10/01/2021,10/31/2021,3.867403315,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,22,10/01/2021,10/31/2021,3.260869565,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,23,11/01/2021,11/30/2021,6.352807714,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,23,11/01/2021,11/30/2021,5.647840532,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,23,11/01/2021,11/30/2021,3.468208092,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,23,11/01/2021,11/30/2021,4.931506849,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,23,11/01/2021,11/30/2021,6.849315068,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,24,12/01/2021,12/31/2021,11.900826446,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,24,12/01/2021,12/31/2021,9.352517986,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,24,12/01/2021,12/31/2021,9.139784946,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,24,12/01/2021,12/31/2021,10.734463277,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,24,12/01/2021,12/31/2021,6.666666667,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,25,01/01/2022,01/31/2022,21.030805687,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,25,01/01/2022,01/31/2022,16.724738676,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,25,01/01/2022,01/31/2022,14.857142857,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,25,01/01/2022,01/31/2022,18.713450292,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,25,01/01/2022,01/31/2022,16.853932584,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,26,02/01/2022,02/28/2022,8.457711443,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,26,02/01/2022,02/28/2022,4.562737643,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,26,02/01/2022,02/28/2022,3.243243243,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,26,02/01/2022,02/28/2022,5.016722408,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,26,02/01/2022,02/28/2022,2.409638554,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,27,03/01/2022,03/31/2022,5.686387134,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,27,03/01/2022,03/31/2022,2.464788732,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,27,03/01/2022,03/31/2022,1.428571429,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,27,03/01/2022,03/31/2022,2.285714286,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,27,03/01/2022,03/31/2022,2.941176471,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,28,04/01/2022,04/30/2022,6.417736289,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,28,04/01/2022,04/30/2022,3.90625,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,28,04/01/2022,04/30/2022,2.793296089,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,28,04/01/2022,04/30/2022,3.93258427,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,28,04/01/2022,04/30/2022,5.797101449,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,29,05/01/2022,05/31/2022,8.719955282,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,29,05/01/2022,05/31/2022,7.172995781,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,29,05/01/2022,05/31/2022,3.409090909,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,29,05/01/2022,05/31/2022,5.675675676,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,29,05/01/2022,05/31/2022,2.985074627,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,30,06/01/2022,06/30/2022,8.636897767,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,30,06/01/2022,06/30/2022,3.673469388,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,30,06/01/2022,06/30/2022,5.050505051,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,30,06/01/2022,06/30/2022,7.641196013,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,30,06/01/2022,06/30/2022,4.054054054,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,31,07/01/2022,07/31/2022,9.91643454,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,31,07/01/2022,07/31/2022,4.132231405,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,31,07/01/2022,07/31/2022,3.883495146,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,31,07/01/2022,07/31/2022,5.414012739,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,31,07/01/2022,07/31/2022,1.538461538,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,32,08/01/2022,08/31/2022,10.451680672,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,32,08/01/2022,08/31/2022,5.617977528,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,32,08/01/2022,08/31/2022,6.467661692,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,32,08/01/2022,08/31/2022,4.411764706,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,32,08/01/2022,08/31/2022,3.947368421,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,33,09/01/2022,09/30/2022,7.03601108,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,33,09/01/2022,09/30/2022,2.631578947,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,33,09/01/2022,09/30/2022,0.917431193,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,33,09/01/2022,09/30/2022,2.208201893,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,33,09/01/2022,09/30/2022,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,34,10/01/2022,10/31/2022,7.944208611,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,34,10/01/2022,10/31/2022,7.522123894,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,34,10/01/2022,10/31/2022,5.172413793,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,34,10/01/2022,10/31/2022,6.896551724,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,34,10/01/2022,10/31/2022,7.407407407,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,16-34 Years,35,11/01/2022,11/30/2022,5.682715075,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,16-34 Years,35,11/01/2022,11/30/2022,4.301075269,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,16-34 Years,35,11/01/2022,11/30/2022,2.307692308,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,16-34 Years,35,11/01/2022,11/30/2022,2.100840336,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,16-34 Years,35,11/01/2022,11/30/2022,3.773584906,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,35-54 Years,1,01/01/2020,01/31/2020,0.141743444,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,35-54 Years,1,01/01/2020,01/31/2020,0,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,35-54 Years,1,01/01/2020,01/31/2020,0.600600601,Percent
5 2022,4,IP,Cannabis and COVID-19,Age,35-54 Years,1,01/01/2020,01/31/2020,0,Percent
5 2022,4,IP,Benzodiazepine and COVID-19,Age,35-54 Years,1,01/01/2020,01/31/2020,0,Percent
5 2022,4,IP,All Drugs and COVID-19,Age,35-54 Years,2,02/01/2020,02/29/2020,0.0381098,Percent
5 2022,4,IP,All Opioids and COVID-19,Age,35-54 Years,2,02/01/2020,02/29/2020,0,Percent
5 2022,4,IP,Stimulants and COVID-19,Age,35-54 Years,2,02/01/2020,02/29/2020,0,Percent
